epoch,train_loss,val_loss,val_acc,epoch_seconds,is_best,no_improve_count
1,3.5552659034729004,1.1784030199050903,0.421875,53.274167599971406,1,0
2,5.484489560127258,3.3648650646209717,0.34375,34.69956610002555,0,1
