epoch,train_loss,val_loss,val_acc,lr,epoch_seconds,is_best,no_improve_count
1,1.1114846169948578,1.1099183559417725,0.40625,0.0003,62.984868100029416,1,0
2,1.084737852215767,1.205171489715576,0.4,0.0003,53.8320644000778,0,1
3,1.0526692469914753,1.0277275681495666,0.44375,0.0003,55.988945400109515,1,0
4,1.0405253420273464,1.0816875457763673,0.41875,0.0003,63.35564019996673,0,1
5,0.9925412734349569,1.5277273416519166,0.325,0.0003,54.263771199970506,0,2
6,0.9669315914312998,1.0311588525772095,0.46875,0.0003,62.91752619994804,1,0
7,0.9718497196833292,1.9922572374343872,0.35625,0.0003,56.40427479997743,0,1
8,0.9542116423447927,1.0481275558471679,0.45,0.0003,60.13776149996556,0,2
9,0.8874619156122208,0.9646639108657837,0.50625,0.0003,64.5398048000643,1,0
10,0.864138625562191,1.528507661819458,0.33125,0.0003,65.09709890000522,0,1
11,0.8211959525942802,1.3339622974395753,0.375,0.0003,57.91493999992963,0,2
12,0.8191041002670923,0.9472147703170777,0.5125,0.0003,65.4145986000076,1,0
13,0.7844798391064008,0.8484712362289428,0.61875,0.0003,56.787391300080344,1,0
14,0.7654456992944082,1.1458977103233337,0.50625,0.0003,52.25732010009233,0,1
15,0.6983150939146677,0.799754011631012,0.63125,0.0003,52.779365799971856,1,0
16,0.6763810515403748,2.8165217876434325,0.325,0.0003,55.66170399996918,0,1
17,0.6772427956263224,0.6614000558853149,0.71875,0.0003,55.52991769998334,1,0
18,0.643347238500913,1.070173168182373,0.5125,0.0003,52.89868490002118,0,1
19,0.6029289762179056,0.7743921995162963,0.63125,0.0003,54.36434990004636,0,2
20,0.5975518872340521,0.9583781719207763,0.58125,0.0003,50.47668329998851,0,3
21,0.5753510296344757,1.938298797607422,0.5,0.0003,55.37812250002753,0,4
22,0.5148011110723019,1.007197332382202,0.6,0.0003,57.52486010000575,0,5
23,0.5246430325011412,2.0359480142593385,0.46875,0.0003,56.31054820003919,0,6
24,0.4858776554465294,1.1479652881622315,0.5,0.00015,52.82732879999094,0,7
25,0.37971511607368785,0.6089568376541138,0.78125,0.00015,53.19549200008623,1,0
26,0.38240283851822215,0.606505012512207,0.74375,0.00015,60.956910800072365,0,1
27,0.3659354050954183,1.0525731563568115,0.55,0.00015,52.41241759993136,0,2
28,0.3541298173367977,0.6649827003479004,0.7,0.00015,62.45522289990913,0,3
29,0.3271902936200301,0.5562184929847718,0.825,0.00015,54.80003459996078,1,0
30,0.315264455974102,0.7808722972869873,0.6875,0.00015,59.33165220008232,0,1
31,0.3020408706118663,2.5881698608398436,0.36875,0.00015,57.23301009996794,0,2
32,0.2868171737839778,0.5974531650543213,0.78125,0.00015,59.20684350002557,0,3
33,0.2830991925050815,1.5837517499923706,0.56875,0.00015,63.112354399985634,0,4
34,0.2734202966094017,0.4953421473503113,0.81875,0.00015,57.016285500023514,0,5
35,0.2511353852848212,0.634127140045166,0.75,0.00015,58.52022299997043,0,6
36,0.23109187372028828,0.49693949818611144,0.79375,7.5e-05,54.61270009994041,0,7
