epoch,train_loss,val_loss,val_acc,lr,epoch_seconds,is_best,no_improve_count
1,1.1264055669307709,1.100792145729065,0.3375,0.0003,47.25528370006941,1,0
2,1.1107876350482304,1.2196184873580933,0.33125,0.0003,38.124302400043234,0,1
3,1.110457142194112,1.0934741973876954,0.325,0.0003,37.5800264000427,0,2
4,1.0986622472604115,1.1004608154296875,0.3125,0.0003,38.42084719997365,0,3
5,1.0978399167458217,1.1060116291046143,0.35625,0.0003,38.60906090005301,1,0
6,1.0985452632109325,1.093315029144287,0.3875,0.0003,39.750054999953136,1,0
7,1.0961276392141979,1.093068528175354,0.36875,0.0003,38.313880300032906,0,1
8,1.0990980913241704,1.1162124633789063,0.325,0.0003,40.97119539999403,0,2
9,1.0921582976977031,1.1270671844482423,0.33125,0.0003,41.23636370000895,0,3
10,1.095258300503095,1.112129282951355,0.325,0.0003,41.646869600052014,0,4
11,1.091173882285754,1.106723952293396,0.3625,0.0003,38.615094500011764,0,5
12,1.0813067555427551,1.1241230487823486,0.3875,0.0003,39.47395909996703,0,6
13,1.0842389514048894,1.1451720952987672,0.34375,0.00015,36.0607218000805,0,7
14,1.068004737297694,1.1866639852523804,0.3125,0.00015,40.75636079988908,0,8
15,1.068976605931918,1.2625887632369994,0.31875,0.00015,41.351854000007734,0,9
16,1.0620518277088802,1.1195013523101807,0.4,0.00015,37.620341400033794,1,0
17,1.0585702260335286,1.2948933839797974,0.3125,0.00015,40.56203269993421,0,1
18,1.0467458615700405,1.398653221130371,0.3,0.00015,36.5035284999758,0,2
19,1.046001563469569,1.244657278060913,0.30625,0.00015,38.19253600004595,0,3
20,1.0225799977779388,1.1221129894256592,0.4,0.00015,40.825605100020766,0,4
21,1.0112253079811733,1.2956583023071289,0.3,0.00015,38.32820019999053,0,5
22,0.9684044718742371,1.1434418439865113,0.4125,0.00015,36.47913760005031,1,0
23,0.9078792184591293,1.2223703384399414,0.3375,0.00015,42.68173630000092,0,1
24,0.861264611283938,1.3699270725250243,0.3125,0.00015,40.29334179998841,0,2
25,0.7831138769785563,1.2584388732910157,0.36875,0.00015,35.62487679999322,0,3
26,0.7486587638656298,1.2772778749465943,0.34375,0.00015,41.381283099995926,0,4
27,0.699208157757918,1.5739836692810059,0.30625,0.00015,38.36915190005675,0,5
28,0.6675978849331538,1.2017987966537476,0.35,0.00015,40.80911199992988,0,6
29,0.5924939687053362,1.3396492004394531,0.33125,7.5e-05,36.45692470006179,0,7
30,0.5094505014518896,1.576293158531189,0.34375,7.5e-05,39.727423499920405,0,8
31,0.5449537908037504,1.3420172691345216,0.3875,7.5e-05,38.170502799912356,0,9
32,0.49060636137922603,1.3062130451202392,0.3375,7.5e-05,36.99591039994266,0,10
33,0.4649694276352723,1.250778865814209,0.34375,7.5e-05,38.61998540000059,0,11
34,0.43243347356716794,1.2643187761306762,0.34375,7.5e-05,36.82782790006604,0,12
35,0.41028772046168643,1.2834106922149657,0.3125,3.75e-05,40.245177799952216,0,13
36,0.3754880391061306,1.250302791595459,0.35,3.75e-05,37.209407299989834,0,14
37,0.37012877439459163,1.4367210149765015,0.3125,3.75e-05,35.25877799990121,0,15
38,0.3376268359522025,1.2123148918151856,0.375,3.75e-05,36.75261440000031,0,16
39,0.3163958688577016,1.2812371015548707,0.35625,3.75e-05,38.2668629999971,0,17
40,0.34614673132697743,1.6130892038345337,0.3,3.75e-05,40.5064432999352,0,18
41,0.33684611568848294,1.2562798976898193,0.35,1.875e-05,37.75934640003834,0,19
42,0.3168204004565875,1.3382047891616822,0.325,1.875e-05,36.968057300080545,0,20
