epoch,train_loss,val_loss,val_acc,epoch_seconds,is_best,no_improve_count
48,0.15667354284475246,2.140114450454712,0.51875,0.7440939999651164,0,34
49,0.14575279162575802,2.0513751745224,0.51875,0.8016717999707907,0,35
50,0.21332451095804572,2.105385661125183,0.49375,0.7777361000189558,0,36
51,0.11181276144149403,2.1796134233474733,0.50625,0.7730827999766916,0,37
52,0.19519917899742723,2.126309561729431,0.5125,0.8332316000014544,0,38
53,0.2974011516198516,2.0738367795944215,0.49375,0.7902522999793291,0,39
54,0.21376239034968117,2.110159182548523,0.46875,0.8349392999662086,0,40
55,0.187944531130294,2.072714018821716,0.46875,0.7936117000645027,0,41
56,0.15986303441847363,2.236604022979736,0.48125,0.8280037000076845,0,42
57,0.14051027673607072,2.205358624458313,0.525,0.8190824999473989,0,43
58,0.1585652565700002,2.2631672859191894,0.45625,0.7823796999873593,0,44
59,0.12108042525748412,2.077929377555847,0.50625,0.8208876000717282,0,45
60,0.11435447353869677,2.1135109663009644,0.5,0.7897590999491513,0,46
61,0.11711378240336974,2.2563280344009398,0.5375,0.804716799990274,0,47
62,0.10924431021946172,2.1764338493347166,0.48125,0.7923856000415981,0,48
63,0.11083539753841858,2.176558494567871,0.5375,0.7683704000664875,0,49
64,0.0792558182341357,2.2824515819549562,0.51875,0.7907057999400422,0,50
65,0.10356215318703714,2.3764299869537355,0.5,0.8293926999904215,0,51
66,0.0785071193240583,2.373779129981995,0.525,0.8300398999126628,0,52
67,0.06781941760952274,2.542131805419922,0.5,0.8340005999198183,0,53
68,0.0952678145840764,2.3742929697036743,0.5125,0.8357008999446407,0,54
69,0.10988508265775938,2.4016194343566895,0.53125,0.7828433000249788,0,55
70,0.09192523895762861,2.2772277355194093,0.55,0.7930762000614777,0,56
71,0.10325812874361873,2.7513813257217405,0.5375,0.8267821000190452,0,57
72,0.05936896971737345,2.7241160392761232,0.54375,0.837286900030449,0,58
73,0.100119780904303,2.5713677644729613,0.5375,0.7709826999343932,0,59
74,0.1446188693322862,2.8786640405654906,0.5375,0.8284348000306636,0,60
75,0.1253330463465924,2.7185096740722656,0.4875,0.8076202999800444,0,61
76,0.19121889118105173,3.2015961170196534,0.475,0.771776600042358,0,62
77,0.11287544077883165,2.9318354845047,0.5375,0.7628691999707371,0,63
78,0.09769934027766188,2.983036422729492,0.55,0.7958099999232218,0,64
79,0.17514732806012034,3.347967576980591,0.475,0.8203310000244528,0,65
80,0.09676159367275734,2.9789230823516846,0.5,0.7653585999505594,0,66
81,0.07889285792286198,2.7838312149047852,0.5125,0.8095171999884769,0,67
82,0.10285859912013014,2.935575342178345,0.51875,0.8015729000326246,0,68
83,0.12917754232573012,2.9221236228942873,0.5,0.7910719000501558,0,69
84,0.10686512954998761,2.823911452293396,0.525,0.7972413999959826,0,70
85,0.05083467143898209,2.7104244232177734,0.525,0.7994512999430299,0,71
86,0.09481370309367776,2.7704981327056886,0.51875,0.796189499902539,0,72
87,0.11534462287090719,3.0060895442962647,0.53125,0.7869456999469548,0,73
88,0.08467841295835872,3.134526014328003,0.525,0.8079376999521628,0,74
89,0.14803067687898874,3.0425848960876465,0.51875,0.7878789000678807,0,75
90,0.07889615278691053,2.9573724269866943,0.51875,0.8226445000618696,0,76
91,0.08421468486388524,2.9235310792922973,0.5125,0.7914729999611154,0,77
92,0.0899729101608197,2.764949655532837,0.50625,0.8253214000724256,0,78
93,0.08032293299523492,3.0483304977416994,0.51875,0.821191200055182,0,79
94,0.07216770834444712,3.363262414932251,0.5,0.7476778000127524,0,80
95,0.0717429347957174,3.4189319610595703,0.5125,0.7554135000100359,0,81
96,0.07297549738238256,3.48250207901001,0.525,0.7732916000531986,0,82
97,0.07686865865252912,3.631868028640747,0.525,0.7941101000178605,0,83
98,0.08873598991582791,3.6202871799468994,0.49375,0.7546110999537632,0,84
99,0.10990435164421797,3.118057680130005,0.525,0.8396319000748917,0,85
100,0.06308891143028934,3.3904016971588136,0.51875,0.7747593000531197,0,86
101,0.05779121107965087,3.1895761013031008,0.50625,0.7895435000536963,0,87
102,0.09967185230925679,3.338248682022095,0.50625,0.8289244999177754,0,88
103,0.08526505095263322,3.137674331665039,0.54375,0.8017858000239357,0,89
104,0.0376442505318361,3.04946026802063,0.525,0.7601380998967215,0,90
105,0.10480862095331152,3.006457042694092,0.53125,0.8296087000053376,0,91
106,0.10736045097776999,3.327622985839844,0.51875,0.8007340000476688,0,92
107,0.10444258037023246,3.33489670753479,0.54375,0.7878918999340385,0,93
108,0.11676393868401647,3.787183332443237,0.5125,0.7550272000953555,0,94
109,0.13784921821206808,3.539659833908081,0.50625,0.8034624999854714,0,95
110,0.15938191069290042,3.270548391342163,0.50625,0.7966117999749258,0,96
111,0.081832527803878,3.4157833576202394,0.5125,0.7834597999462858,0,97
112,0.040213372092694044,3.8392870903015135,0.49375,0.8463849000399932,0,98
113,0.06637534287195497,3.6777546882629393,0.4875,0.7650910000083968,0,99
114,0.05244646738477362,3.7705320358276366,0.5125,0.7960545999230817,0,100
115,0.11535733658820391,4.029930877685547,0.53125,0.8210581999737769,0,101
116,0.13573283593480787,4.057907247543335,0.4875,0.8140057999407873,0,102
117,0.08115854087130477,3.717945909500122,0.4875,0.7599620000692084,0,103
118,0.061885938591634236,3.596656894683838,0.51875,0.8215415999293327,0,104
119,0.03987509819368521,3.5896355152130126,0.4875,0.7924812999553978,0,105
120,0.023814675398170948,3.543177270889282,0.50625,0.7909089999739081,0,106
121,0.030592921655625105,3.592567539215088,0.48125,0.7814624999882653,0,107
122,0.06553756050319255,3.375046730041504,0.51875,0.772802299936302,0,108
123,0.048734273916731276,3.5272621631622316,0.50625,0.8027951999101788,0,109
124,0.05301667442351269,3.888719940185547,0.50625,0.7948268000036478,0,110
125,0.06533037436505158,3.9735130786895754,0.5125,0.7933673000661656,0,111
126,0.028174241539090872,3.6071924209594726,0.53125,0.7900612000375986,0,112
127,0.043168377984936036,3.8560359477996826,0.49375,0.8295314999995753,0,113
128,0.10927489555130403,3.7657837867736816,0.48125,0.8010617000982165,0,114
129,0.16764015285298228,3.4522151708602906,0.5375,0.794670999981463,0,115
130,0.06548717412321518,3.2152420043945313,0.4875,0.8342146000359207,0,116
131,0.11338506142298381,3.5080931186676025,0.51875,0.8128861000295728,0,117
132,0.13808076238880554,3.977134943008423,0.49375,0.7992183000314981,0,118
133,0.1667784972329779,4.061852502822876,0.5,0.8147232999326661,0,119
134,0.10150478562961023,4.094031143188476,0.51875,0.7924360999604687,0,120
135,0.07781208054317783,4.127945280075073,0.525,0.8076691000023857,0,121
136,0.048953042520831026,4.264973497390747,0.5,0.7876547999912873,0,122
137,0.036829543338778116,4.243564081192017,0.525,0.7937954999506474,0,123
138,0.06986757228150964,4.231985092163086,0.55,0.8134058000287041,0,124
139,0.09123011383538444,4.009567832946777,0.54375,0.8073941000038758,0,125
140,0.051134607288986444,3.6560011386871336,0.5,0.8333415000233799,0,126
141,0.04602137037242452,3.6952652454376222,0.5,0.8077386999502778,0,127
142,0.10303900608172019,4.12225341796875,0.50625,0.8509051000000909,0,128
143,0.09168978470067184,4.1069153308868405,0.5,0.7906705000204965,0,129
144,0.10712400282379046,4.424749326705933,0.4625,0.7943754000589252,0,130
145,0.05930280873629575,4.417626428604126,0.49375,0.7982888000551611,0,131
146,0.05215284259368976,4.337615633010865,0.48125,0.7805169000057504,0,132
147,0.07882724781908716,3.816994142532349,0.4875,0.8113841000013053,0,133
148,0.05971856333781034,4.166236782073975,0.46875,0.7753111999481916,0,134
149,0.0689374787810569,3.987463283538818,0.49375,0.832211299915798,0,135
150,0.03605669333289067,3.966379928588867,0.51875,0.8163610000628978,0,136
