epoch,train_loss,val_loss,val_acc,epoch_seconds,is_best,no_improve_count
1,10.087932089964548,1.0930117845535279,0.39375,58.74443890003022,1,0
2,1.1137299786011379,1.0977779626846313,0.375,0.9661092000314966,0,1
3,1.0979580332835515,1.0993964433670045,0.36875,0.7887539000948891,0,2
4,1.1036085436741512,1.0989725828170775,0.35,0.8141895000590011,0,3
5,1.105259746313095,1.099394178390503,0.3,0.7774924000259489,0,4
