epoch,train_loss,val_loss,val_acc,lr,epoch_seconds,is_best,no_improve_count
1,1.1279111206531525,1.100183868408203,0.375,0.0003,54.61553589999676,1,0
2,1.096956307689349,1.099897313117981,0.3875,0.0003,46.541435599909164,1,0
3,1.1016150067249935,1.1083178520202637,0.38125,0.0003,45.32378480001353,0,1
4,1.0948239117860794,1.1046306610107421,0.34375,0.0003,47.4394071000861,0,2
5,1.082023377219836,1.0831567764282226,0.41875,0.0003,47.278348300023936,1,0
6,1.0780080904563267,1.3485581398010253,0.375,0.0003,48.58467589993961,0,1
7,1.088998794555664,1.072017788887024,0.46875,0.0003,45.00586759997532,1,0
8,1.0803272028764088,1.0633891105651856,0.45625,0.0003,48.19545520003885,0,1
9,1.069875771800677,1.039881134033203,0.40625,0.0003,50.437100199982524,0,2
10,1.0763259331385295,1.2982247829437257,0.40625,0.0003,51.24762160005048,0,3
11,1.0716095368067424,1.0845481276512146,0.43125,0.0003,47.167725099949166,0,4
12,1.0614007711410522,1.0542644023895265,0.44375,0.0003,48.0449303999776,0,5
13,1.0691698292891185,1.1111152529716493,0.4,0.0003,44.04430810001213,0,6
14,1.0489757855733235,1.0476280927658081,0.41875,0.00015,49.55903320002835,0,7
15,1.0449853986501694,1.1168878674507141,0.43125,0.00015,50.376805100007914,0,8
16,1.0417960385481517,1.07981778383255,0.4,0.00015,45.09785690007266,0,9
17,1.0378652662038803,0.9980631470680237,0.49375,0.00015,49.38395280006807,1,0
18,1.038515381515026,1.0236194372177123,0.4375,0.00015,42.88506279990543,0,1
19,1.0457619428634644,0.9725698947906494,0.5375,0.00015,45.5609170999378,1,0
20,1.0337975447376568,1.3448286056518555,0.34375,0.00015,49.634648000006564,0,1
21,1.037990614771843,1.0145621299743652,0.4625,0.00015,48.11481380008627,0,2
22,1.031505972146988,1.149808442592621,0.40625,0.00015,44.18251479999162,0,3
23,1.0209087530771892,0.9792030930519104,0.4875,0.00015,52.693764099967666,0,4
24,1.0139335890611012,1.091886615753174,0.3125,0.00015,49.138613900053315,0,5
25,1.0109752664963405,0.9826857447624207,0.4875,0.00015,42.94743900001049,0,6
26,0.9962923799951872,0.9538371562957764,0.525,7.5e-05,50.606906099943444,0,7
27,0.9796943515539169,0.9865037560462951,0.475,7.5e-05,45.33588220004458,0,8
28,0.9904393702745438,0.9425204753875732,0.5375,7.5e-05,49.80552539997734,0,9
29,0.9553721795479456,0.9290814161300659,0.51875,7.5e-05,44.28393280005548,0,10
30,0.949481800198555,0.9207461714744568,0.51875,7.5e-05,48.37796970002819,0,11
31,0.9633711328109106,0.9542103409767151,0.475,7.5e-05,46.418121900060214,0,12
