epoch,train_loss,val_loss,val_acc,epoch_seconds,is_best,no_improve_count
1,6.482668916384379,1.2082436323165893,0.30625,72.79480409994721,1,0
2,1.4217577427625656,1.1093735694885254,0.3625,67.91874979995191,1,0
3,1.1783357361952465,1.0995117664337157,0.4125,67.84920220007189,1,0
4,1.1481651067733765,1.089582371711731,0.38125,66.04907900001854,0,1
5,1.1003184119860332,1.0908473968505858,0.38125,63.787056599976495,0,2
6,1.0951723506053288,1.095277738571167,0.38125,66.4691090999404,0,3
